id,id_index,id_2,icon,typeSkill,typeBuff,name,typeEffSkill,range,rangeLan,nTarget,damage,manaLost,timeDelay,nKick,info,Lv_RQ,percentLv,typeDevil,option,EffSpec,LvDevilSkill,phanTramDevilSkill
33,32,1,1,1,0,Bazooka,84,120,120,1,445,5,2800,1,Tung một cú đấm nhanh như viên đạn súng lục.,13,0,0,"[[10,60],[11,130],[28,5],[29,180],[30,32]]","[5,180,32]",0,0
34,33,1,1,1,0,Bazooka,84,120,120,1,504,5,2700,1,Tung một cú đấm nhanh như viên đạn súng lục.,14,0,0,"[[10,60],[11,140],[28,5],[29,190],[30,33]]","[5,190,33]",0,0
35,34,1,1,1,0,Bazooka,181,120,120,1,566,8,2600,1,Tung một cú đấm nhanh như viên đạn súng lục.,15,0,0,"[[10,70],[11,150],[28,5],[29,200],[30,34]]","[5,200,34]",0,0
36,35,1,1,1,0,Bazooka,181,120,120,1,634,8,2500,1,Tung một cú đấm nhanh như viên đạn súng lục.,16,0,0,"[[10,70],[11,160],[28,5],[29,210],[30,35]]","[5,210,35]",0,0
37,36,1,1,1,0,Bazooka,181,120,120,1,705,8,2400,1,Tung một cú đấm nhanh như viên đạn súng lục.,17,0,0,"[[10,70],[11,170],[28,5],[29,220],[30,36]]","[5,220,36]",0,0
38,37,1,1,1,0,Bazooka,181,120,120,1,781,8,2300,1,Tung một cú đấm nhanh như viên đạn súng lục.,18,0,0,"[[10,70],[11,180],[28,5],[29,230],[30,37]]","[5,230,37]",0,0
39,38,1,1,1,0,Bazooka,181,120,120,1,861,8,2200,1,Tung một cú đấm nhanh như viên đạn súng lục.,19,0,0,"[[10,70],[11,190],[28,5],[29,240],[30,38]]","[5,240,38]",0,0
40,39,1,1,1,0,Bazooka,213,120,120,1,945,8,2100,1,Tung một cú đấm nhanh như viên đạn súng lục.,20,0,0,"[[10,80],[11,200],[28,5],[29,250],[30,39]]","[5,250,39]",0,0
41,40,2,2,1,0,Liên hoàng cú đấm,1,80,80,3,50,5,9000,1,Tấn công liên tiếp vào đối thủ bằng những cú đấm như trời giáng.,1,0,0,[],"[0,-1,-1]",0,0
42,40,2,2,1,0,Liên hoàng cú đấm,1,80,80,3,50,5,9000,1,Tấn công liên tiếp vào đối thủ bằng những cú đấm như trời giáng.,-1,0,0,[],"[0,-1,-1]",0,0
44,41,2,2,1,0,Liên hoàng cú đấm,1,80,80,3,55,5,8800,1,Tấn công liên tiếp vào đối thủ bằng những cú đấm như trời giáng.,2,0,0,[],"[0,-1,-1]",0,0
45,42,2,2,1,0,Liên hoàng cú đấm,1,80,80,3,62,6,8600,1,Tấn công liên tiếp vào đối thủ bằng những cú đấm như trời giáng.,3,0,0,[],"[0,-1,-1]",0,0
46,43,2,2,1,0,Liên hoàng cú đấm,1,80,80,3,72,6,8400,1,Tấn công liên tiếp vào đối thủ bằng những cú đấm như trời giáng.,4,0,0,[],"[0,-1,-1]",0,0
47,44,2,2,1,0,Liên hoàng cú đấm,37,80,80,3,84,7,8200,2,Tấn công liên tiếp vào đối thủ bằng những cú đấm như trời giáng.,5,0,0,[],"[0,-1,-1]",0,0
48,45,2,2,1,0,Liên hoàng cú đấm,37,80,80,3,99,7,8000,2,Tấn công liên tiếp vào đối thủ bằng những cú đấm như trời giáng.,6,0,0,[],"[0,-1,-1]",0,0
49,46,2,2,1,0,Liên hoàng cú đấm,37,80,80,3,116,8,7800,2,Tấn công liên tiếp vào đối thủ bằng những cú đấm như trời giáng.,7,0,0,[],"[0,-1,-1]",0,0
50,47,2,2,1,0,Liên hoàng cú đấm,37,80,80,3,136,8,7600,2,Tấn công liên tiếp vào đối thủ bằng những cú đấm như trời giáng.,8,0,0,[],"[0,-1,-1]",0,0
51,48,2,2,1,0,Liên hoàng cú đấm,37,80,80,3,159,9,7400,2,Tấn công liên tiếp vào đối thủ bằng những cú đấm như trời giáng.,9,0,0,[],"[0,-1,-1]",0,0
52,49,2,2,1,0,Liên hoàng cú đấm,85,80,80,4,185,9,7200,3,Tấn công liên tiếp vào đối thủ bằng những cú đấm như trời giáng.,10,0,0,"[[28,5],[29,50],[30,10]]","[5,50,10]",0,0
53,50,2,2,1,0,Liên hoàng cú đấm,85,80,80,4,214,10,7000,3,Tấn công liên tiếp vào đối thủ bằng những cú đấm như trời giáng.,11,0,0,"[[28,5],[29,50],[30,12]]","[5,50,12]",0,0
54,51,2,2,1,0,Liên hoàng cú đấm,85,80,80,4,245,10,6800,3,Tấn công liên tiếp vào đối thủ bằng những cú đấm như trời giáng.,12,0,0,"[[28,5],[29,60],[30,14]]","[5,60,14]",0,0
55,52,2,2,1,0,Liên hoàng cú đấm,85,80,80,4,278,11,6600,3,Tấn công liên tiếp vào đối thủ bằng những cú đấm như trời giáng.,13,0,0,"[[28,5],[29,60],[30,16]]","[5,60,16]",0,0
56,53,2,2,1,0,Liên hoàng cú đấm,85,80,80,4,315,11,6400,3,Tấn công liên tiếp vào đối thủ bằng những cú đấm như trời giáng.,14,0,0,"[[28,5],[29,70],[30,18]]","[5,70,18]",0,0
57,54,2,2,1,0,Liên hoàng cú đấm,182,80,80,4,354,12,6200,4,Tấn công liên tiếp vào đối thủ bằng những cú đấm như trời giáng.,15,0,0,"[[28,5],[29,70],[30,20]]","[5,70,20]",0,0
58,55,2,2,1,0,Liên hoàng cú đấm,182,80,80,4,396,12,6000,4,Tấn công liên tiếp vào đối thủ bằng những cú đấm như trời giáng.,16,0,0,"[[28,5],[29,80],[30,22]]","[5,80,22]",0,0
59,56,2,2,1,0,Liên hoàng cú đấm,182,80,80,4,441,13,5800,4,Tấn công liên tiếp vào đối thủ bằng những cú đấm như trời giáng.,17,0,0,"[[28,5],[29,80],[30,24]]","[5,80,24]",0,0
60,57,2,2,1,0,Liên hoàng cú đấm,182,80,80,4,488,13,5600,4,Tấn công liên tiếp vào đối thủ bằng những cú đấm như trời giáng.,18,0,0,"[[28,5],[29,90],[30,26]]","[5,90,26]",0,0
61,58,2,2,1,0,Liên hoàng cú đấm,182,80,80,4,538,14,5400,4,Tấn công liên tiếp vào đối thủ bằng những cú đấm như trời giáng.,19,0,0,"[[28,5],[29,90],[30,28]]","[5,90,28]",0,0
62,59,2,2,1,0,Liên hoàng cú đấm,214,80,80,4,591,14,5200,4,Tấn công liên tiếp vào đối thủ bằng những cú đấm như trời giáng.,20,0,0,"[[28,5],[29,100],[30,30]]","[5,100,30]",0,0
63,60,0,3,1,0,Nhất kiếm,38,50,50,1,25,0,1000,1,Nhát chém tạo ra bằng một thanh kiếm sắc bén.,1,0,0,[],"[0,-1,-1]",0,0
64,61,0,3,1,0,Nhất kiếm,38,50,50,1,28,0,1000,1,Nhát chém tạo ra bằng một thanh kiếm sắc bén.,2,0,0,[],"[0,-1,-1]",0,0
65,62,0,3,1,0,Nhất kiếm,38,50,50,1,31,0,1000,1,Nhát chém tạo ra bằng một thanh kiếm sắc bén.,3,0,0,[],"[0,-1,-1]",0,0
66,63,0,3,1,0,Nhất kiếm,38,50,50,1,36,0,1000,1,Nhát chém tạo ra bằng một thanh kiếm sắc bén.,4,0,0,[],"[0,-1,-1]",0,0
67,64,0,3,1,0,Nhất kiếm,15,50,50,1,42,0,1000,2,Nhát chém tạo ra bằng một thanh kiếm sắc bén.,5,0,0,"[[11,100]]","[0,-1,-1]",0,0
68,65,0,3,1,0,Nhất kiếm,15,50,50,1,49,0,1000,2,Nhát chém tạo ra bằng một thanh kiếm sắc bén.,6,0,0,"[[11,110]]","[0,-1,-1]",0,0
69,66,0,3,1,0,Nhất kiếm,15,50,50,1,58,0,1000,2,Nhát chém tạo ra bằng một thanh kiếm sắc bén.,7,0,0,"[[11,120]]","[0,-1,-1]",0,0
70,67,0,3,1,0,Nhất kiếm,15,50,50,1,68,0,1000,2,Nhát chém tạo ra bằng một thanh kiếm sắc bén.,8,0,0,"[[11,130]]","[0,-1,-1]",0,0
71,68,0,3,1,0,Nhất kiếm,15,50,50,1,80,0,1000,2,Nhát chém tạo ra bằng một thanh kiếm sắc bén.,9,0,0,"[[11,140]]","[0,-1,-1]",0,0
72,69,0,3,1,0,Nhất kiếm,86,50,50,1,93,0,1000,3,Nhát chém tạo ra bằng một thanh kiếm sắc bén.,10,0,0,"[[11,150],[28,2],[29,50],[30,20]]","[2,50,20]",0,0
73,70,0,3,1,0,Nhất kiếm,86,50,50,1,107,0,1000,3,Nhát chém tạo ra bằng một thanh kiếm sắc bén.,11,0,0,"[[11,160],[28,2],[29,50],[30,22]]","[2,50,22]",0,0
74,71,0,3,1,0,Nhất kiếm,86,50,50,1,122,0,1000,3,Nhát chém tạo ra bằng một thanh kiếm sắc bén.,12,0,0,"[[11,170],[28,2],[29,60],[30,24]]","[2,60,24]",0,0
75,72,0,3,1,0,Nhất kiếm,86,50,50,1,139,0,1000,3,Nhát chém tạo ra bằng một thanh kiếm sắc bén.,13,0,0,"[[11,180],[28,2],[29,60],[30,26]]","[2,60,26]",0,0
76,73,0,3,1,0,Nhất kiếm,86,50,50,1,157,0,1000,3,Nhát chém tạo ra bằng một thanh kiếm sắc bén.,14,0,0,"[[11,190],[28,2],[29,70],[30,28]]","[2,70,28]",0,0
77,74,0,3,1,0,Nhất kiếm,183,50,50,1,177,0,1000,4,Nhát chém tạo ra bằng một thanh kiếm sắc bén.,15,0,0,"[[11,200],[28,2],[29,70],[30,30]]","[2,70,30]",0,0
78,75,0,3,1,0,Nhất kiếm,183,50,50,1,198,0,1000,4,Nhát chém tạo ra bằng một thanh kiếm sắc bén.,16,0,0,"[[11,210],[28,2],[29,80],[30,32]]","[2,80,32]",0,0
79,76,0,3,1,0,Nhất kiếm,183,50,50,1,220,0,1000,4,Nhát chém tạo ra bằng một thanh kiếm sắc bén.,17,0,0,"[[11,220],[28,2],[29,80],[30,34]]","[2,80,34]",0,0
80,77,0,3,1,0,Nhất kiếm,183,50,50,1,244,0,1000,4,Nhát chém tạo ra bằng một thanh kiếm sắc bén.,18,0,0,"[[11,230],[28,2],[29,90],[30,36]]","[2,90,36]",0,0
81,78,0,3,1,0,Nhất kiếm,183,50,50,1,269,0,1000,4,Nhát chém tạo ra bằng một thanh kiếm sắc bén.,19,0,0,"[[11,240],[28,2],[29,90],[30,38]]","[2,90,38]",0,0
82,79,0,3,1,0,Nhất kiếm,215,50,50,1,295,0,1000,5,Nhát chém tạo ra bằng một thanh kiếm sắc bén.,20,0,0,"[[11,250],[28,2],[29,100],[30,40]]","[2,100,40]",0,0
83,80,1,4,1,0,Nhị trảm,41,120,120,1,80,2,4000,1,Tung ra 2 đường kiếm song song tấn công đối thủ từ khoản cách xa.,1,0,0,"[[28,2],[29,60],[30,40]]","[2,60,40]",0,0
84,80,1,4,1,0,Nhị trảm,41,120,120,1,80,2,4000,1,Tung ra 2 đường kiếm song song tấn công đối thủ từ khoản cách xa.,-1,0,0,"[[28,2],[29,60],[30,40]]","[2,60,40]",0,0
86,81,1,4,1,0,Nhị trảm,41,120,120,1,89,2,3900,1,Tung ra 2 đường kiếm song song tấn công đối thủ từ khoản cách xa.,2,0,0,"[[28,2],[29,70],[30,41]]","[2,70,41]",0,0
87,82,1,4,1,0,Nhị trảm,41,120,120,1,99,2,3800,1,Tung ra 2 đường kiếm song song tấn công đối thủ từ khoản cách xa.,3,0,0,"[[28,2],[29,80],[30,42]]","[2,80,42]",0,0
88,83,1,4,1,0,Nhị trảm,41,120,120,1,115,2,3700,1,Tung ra 2 đường kiếm song song tấn công đối thủ từ khoản cách xa.,4,0,0,"[[28,2],[29,90],[30,43]]","[2,90,43]",0,0
89,84,1,4,1,0,Nhị trảm,29,120,120,1,134,3,3600,1,Tung ra 2 đường kiếm song song tấn công đối thủ từ khoản cách xa.,5,0,0,"[[13,50],[28,2],[29,100],[30,44]]","[2,100,44]",0,0
90,85,1,4,1,0,Nhị trảm,29,120,120,1,158,3,3500,1,Tung ra 2 đường kiếm song song tấn công đối thủ từ khoản cách xa.,6,0,0,"[[13,50],[28,2],[29,110],[30,45]]","[2,110,45]",0,0
91,86,1,4,1,0,Nhị trảm,29,120,120,1,186,3,3400,1,Tung ra 2 đường kiếm song song tấn công đối thủ từ khoản cách xa.,7,0,0,"[[13,50],[28,2],[29,120],[30,46]]","[2,120,46]",0,0
92,87,1,4,1,0,Nhị trảm,29,120,120,1,218,3,3300,1,Tung ra 2 đường kiếm song song tấn công đối thủ từ khoản cách xa.,8,0,0,"[[13,50],[28,2],[29,130],[30,47]]","[2,130,47]",0,0
93,88,1,4,1,0,Nhị trảm,29,120,120,1,255,3,3200,1,Tung ra 2 đường kiếm song song tấn công đối thủ từ khoản cách xa.,9,0,0,"[[13,50],[28,2],[29,140],[30,48]]","[2,140,48]",0,0
94,89,1,4,1,0,Nhị trảm,87,120,120,1,296,5,3100,1,Tung ra 2 đường kiếm song song tấn công đối thủ từ khoản cách xa.,10,0,0,"[[13,60],[28,2],[29,150],[30,49]]","[2,150,49]",0,0
95,90,1,4,1,0,Nhị trảm,87,120,120,1,342,5,3000,1,Tung ra 2 đường kiếm song song tấn công đối thủ từ khoản cách xa.,11,0,0,"[[13,60],[28,2],[29,160],[30,50]]","[2,160,50]",0,0
96,91,1,4,1,0,Nhị trảm,87,120,120,1,391,5,2900,1,Tung ra 2 đường kiếm song song tấn công đối thủ từ khoản cách xa.,12,0,0,"[[13,60],[28,2],[29,170],[30,51]]","[2,170,51]",0,0
97,92,1,4,1,0,Nhị trảm,87,120,120,1,445,5,2800,1,Tung ra 2 đường kiếm song song tấn công đối thủ từ khoản cách xa.,13,0,0,"[[13,60],[28,2],[29,180],[30,52]]","[2,180,52]",0,0
98,93,1,4,1,0,Nhị trảm,87,120,120,1,504,5,2700,1,Tung ra 2 đường kiếm song song tấn công đối thủ từ khoản cách xa.,14,0,0,"[[13,60],[28,2],[29,190],[30,53]]","[2,190,53]",0,0
99,94,1,4,1,0,Nhị trảm,184,120,120,1,566,8,2600,1,Tung ra 2 đường kiếm song song tấn công đối thủ từ khoản cách xa.,15,0,0,"[[13,70],[28,2],[29,200],[30,54]]","[2,200,54]",0,0
100,95,1,4,1,0,Nhị trảm,184,120,120,1,634,8,2500,1,Tung ra 2 đường kiếm song song tấn công đối thủ từ khoản cách xa.,16,0,0,"[[13,70],[28,2],[29,210],[30,55]]","[2,210,55]",0,0
101,96,1,4,1,0,Nhị trảm,184,120,120,1,705,8,2400,1,Tung ra 2 đường kiếm song song tấn công đối thủ từ khoản cách xa.,17,0,0,"[[13,70],[28,2],[29,220],[30,56]]","[2,220,56]",0,0
102,97,1,4,1,0,Nhị trảm,184,120,120,1,781,8,2300,1,Tung ra 2 đường kiếm song song tấn công đối thủ từ khoản cách xa.,18,0,0,"[[13,70],[28,2],[29,230],[30,57]]","[2,230,57]",0,0
103,98,1,4,1,0,Nhị trảm,184,120,120,1,861,8,2200,1,Tung ra 2 đường kiếm song song tấn công đối thủ từ khoản cách xa.,19,0,0,"[[13,70],[28,2],[29,240],[30,58]]","[2,240,58]",0,0
104,99,1,4,1,0,Nhị trảm,216,120,120,1,945,8,2100,1,Tung ra 2 đường kiếm song song tấn công đối thủ từ khoản cách xa.,20,0,0,"[[13,80],[28,2],[29,250],[30,59]]","[2,250,59]",0,0
105,100,2,5,1,0,Vòi rồng,121,80,80,3,50,5,9000,1,Thuật sử dụng tam kiếm tạo ra một cơn lốc xoáy cuốn theo mọi thứ xung quanh.,1,0,0,[],"[0,-1,-1]",0,0
106,100,2,5,1,0,Vòi rồng,121,80,80,3,50,5,9000,1,Thuật sử dụng tam kiếm tạo ra một cơn lốc xoáy cuốn theo mọi thứ xung quanh.,-1,0,0,[],"[0,-1,-1]",0,0
108,101,2,5,1,0,Vòi rồng,121,80,80,3,55,5,8800,1,Thuật sử dụng tam kiếm tạo ra một cơn lốc xoáy cuốn theo mọi thứ xung quanh.,2,0,0,[],"[0,-1,-1]",0,0
109,102,2,5,1,0,Vòi rồng,121,80,80,3,62,6,8600,1,Thuật sử dụng tam kiếm tạo ra một cơn lốc xoáy cuốn theo mọi thứ xung quanh.,3,0,0,[],"[0,-1,-1]",0,0
110,103,2,5,1,0,Vòi rồng,121,80,80,3,72,6,8400,1,Thuật sử dụng tam kiếm tạo ra một cơn lốc xoáy cuốn theo mọi thứ xung quanh.,4,0,0,[],"[0,-1,-1]",0,0
111,104,2,5,1,0,Vòi rồng,122,80,80,3,84,7,8200,1,Thuật sử dụng tam kiếm tạo ra một cơn lốc xoáy cuốn theo mọi thứ xung quanh.,5,0,0,[],"[0,-1,-1]",0,0
112,105,2,5,1,0,Vòi rồng,122,80,80,3,99,7,8000,1,Thuật sử dụng tam kiếm tạo ra một cơn lốc xoáy cuốn theo mọi thứ xung quanh.,6,0,0,[],"[0,-1,-1]",0,0
113,106,2,5,1,0,Vòi rồng,122,80,80,3,116,8,7800,1,Thuật sử dụng tam kiếm tạo ra một cơn lốc xoáy cuốn theo mọi thứ xung quanh.,7,0,0,[],"[0,-1,-1]",0,0
114,107,2,5,1,0,Vòi rồng,122,80,80,3,136,8,7600,1,Thuật sử dụng tam kiếm tạo ra một cơn lốc xoáy cuốn theo mọi thứ xung quanh.,8,0,0,[],"[0,-1,-1]",0,0
115,108,2,5,1,0,Vòi rồng,122,80,80,3,159,9,7400,1,Thuật sử dụng tam kiếm tạo ra một cơn lốc xoáy cuốn theo mọi thứ xung quanh.,9,0,0,[],"[0,-1,-1]",0,0
116,109,2,5,1,0,Vòi rồng,123,80,80,4,185,9,7200,1,Thuật sử dụng tam kiếm tạo ra một cơn lốc xoáy cuốn theo mọi thứ xung quanh.,10,0,0,"[[28,2],[29,50],[30,10]]","[2,50,10]",0,0
117,110,2,5,1,0,Vòi rồng,123,80,80,4,214,10,7000,1,Thuật sử dụng tam kiếm tạo ra một cơn lốc xoáy cuốn theo mọi thứ xung quanh.,11,0,0,"[[28,2],[29,50],[30,12]]","[2,50,12]",0,0
118,111,2,5,1,0,Vòi rồng,123,80,80,4,245,10,6800,1,Thuật sử dụng tam kiếm tạo ra một cơn lốc xoáy cuốn theo mọi thứ xung quanh.,12,0,0,"[[28,2],[29,60],[30,14]]","[2,60,14]",0,0
119,112,2,5,1,0,Vòi rồng,123,80,80,4,278,11,6600,1,Thuật sử dụng tam kiếm tạo ra một cơn lốc xoáy cuốn theo mọi thứ xung quanh.,13,0,0,"[[28,2],[29,60],[30,16]]","[2,60,16]",0,0
120,113,2,5,1,0,Vòi rồng,123,80,80,4,315,11,6400,1,Thuật sử dụng tam kiếm tạo ra một cơn lốc xoáy cuốn theo mọi thứ xung quanh.,14,0,0,"[[28,2],[29,70],[30,18]]","[2,70,18]",0,0
121,114,2,5,1,0,Vòi rồng,185,80,80,4,354,12,6200,1,Thuật sử dụng tam kiếm tạo ra một cơn lốc xoáy cuốn theo mọi thứ xung quanh.,15,0,0,"[[28,2],[29,70],[30,20]]","[2,70,20]",0,0
122,115,2,5,1,0,Vòi rồng,185,80,80,4,396,12,6000,1,Thuật sử dụng tam kiếm tạo ra một cơn lốc xoáy cuốn theo mọi thứ xung quanh.,16,0,0,"[[28,2],[29,80],[30,22]]","[2,80,22]",0,0
123,116,2,5,1,0,Vòi rồng,185,80,80,4,441,13,5800,1,Thuật sử dụng tam kiếm tạo ra một cơn lốc xoáy cuốn theo mọi thứ xung quanh.,17,0,0,"[[28,2],[29,80],[30,24]]","[2,80,24]",0,0
124,117,2,5,1,0,Vòi rồng,185,80,80,4,488,13,5600,1,Thuật sử dụng tam kiếm tạo ra một cơn lốc xoáy cuốn theo mọi thứ xung quanh.,18,0,0,"[[28,2],[29,90],[30,26]]","[2,90,26]",0,0
125,118,2,5,1,0,Vòi rồng,185,80,80,4,538,14,5400,1,Thuật sử dụng tam kiếm tạo ra một cơn lốc xoáy cuốn theo mọi thứ xung quanh.,19,0,0,"[[28,2],[29,90],[30,28]]","[2,90,28]",0,0
126,119,2,5,1,0,Vòi rồng,217,80,80,4,591,14,5200,1,Thuật sử dụng tam kiếm tạo ra một cơn lốc xoáy cuốn theo mọi thứ xung quanh.,20,0,0,"[[28,2],[29,100],[30,30]]","[2,100,30]",0,0
127,120,0,6,1,0,Hắc cước,14,50,50,1,25,0,1000,1,Cú đá in hằn dấu chân lên đối phương.,1,0,0,[],"[0,-1,-1]",0,0
128,121,0,6,1,0,Hắc cước,14,50,50,1,28,0,1000,1,Cú đá in hằn dấu chân lên đối phương.,2,0,0,[],"[0,-1,-1]",0,0
129,122,0,6,1,0,Hắc cước,14,50,50,1,31,0,1000,1,Cú đá in hằn dấu chân lên đối phương.,3,0,0,[],"[0,-1,-1]",0,0
130,123,0,6,1,0,Hắc cước,14,50,50,1,36,0,1000,1,Cú đá in hằn dấu chân lên đối phương.,4,0,0,[],"[0,-1,-1]",0,0
131,124,0,6,1,0,Hắc cước,44,50,50,1,42,0,1000,2,Cú đá in hằn dấu chân lên đối phương.,5,0,0,[],"[0,-1,-1]",0,0
132,125,0,6,1,0,Hắc cước,44,50,50,1,49,0,1000,2,Cú đá in hằn dấu chân lên đối phương.,6,0,0,[],"[0,-1,-1]",0,0
